slug,query,clicks,impressions,ctr,position,expected_ctr,expected_clicks,delta_clicks,ctr_index
kinder-obsorge,sorgerecht vereinbarung,0,4,0.0,5.75,1.1879559337117893,0.047518237348471576,-0.047518237348471576,0.0
kinder-obsorge,geteiltes sorgerecht wie oft darf der vater sein kind sehen,0,4,0.0,6.0,1.1879559337117893,0.047518237348471576,-0.047518237348471576,0.0
kinder-obsorge,scheidung ablauf mit kindern und haus,0,4,0.0,6.0,1.1879559337117893,0.047518237348471576,-0.047518237348471576,0.0
kinder-obsorge,ab wie viel jahren kann kind entscheiden bei welchem elternteil,0,4,0.0,6.25,1.1879559337117893,0.047518237348471576,-0.047518237348471576,0.0
kinder-obsorge,darf die mutter dem vater das kind vorenthalten,0,4,0.0,6.25,1.1879559337117893,0.047518237348471576,-0.047518237348471576,0.0
kinder-obsorge,scheidung sorgerecht vater,0,4,0.0,6.5,1.1879559337117893,0.047518237348471576,-0.047518237348471576,0.0
kinder-obsorge,wer entscheidet wo das kind lebt,0,4,0.0,7.25,1.1879559337117893,0.047518237348471576,-0.047518237348471576,0.0
kinder-obsorge,"ab welchem alter können kinder selbst entscheiden bei welchem elternteil 
sie leben wollen",0,4,0.0,8.0,0.35704323570432356,0.014281729428172941,-0.014281729428172941,0.0
kinder-obsorge,hauptsächlicher aufenthalt kind,0,4,0.0,8.0,0.35704323570432356,0.014281729428172941,-0.014281729428172941,0.0
kinder-obsorge,bei wem bleiben die kinder nach der trennung,0,4,0.0,8.25,0.35704323570432356,0.014281729428172941,-0.014281729428172941,0.0
kinder-obsorge,wann darf kind entscheiden ob es zum vater will,0,4,0.0,8.25,0.35704323570432356,0.014281729428172941,-0.014281729428172941,0.0
kinder-obsorge,trennung geteiltes sorgerecht,0,4,0.0,8.5,0.35704323570432356,0.014281729428172941,-0.014281729428172941,0.0
kinder-obsorge,was tun bei scheidung mit kindern,0,4,0.0,8.75,0.35704323570432356,0.014281729428172941,-0.014281729428172941,0.0
kinder-obsorge,besuchsrecht für väter,0,4,0.0,10.0,0.35704323570432356,0.014281729428172941,-0.014281729428172941,0.0
kinder-obsorge,sorgerecht geteilt,0,4,0.0,10.25,0.35704323570432356,0.014281729428172941,-0.014281729428172941,0.0
kinder-obsorge,ab wann dürfen scheidungskinder entscheiden wo sie wohnen,0,4,0.0,10.75,0.2826485213294949,0.011305940853179796,-0.011305940853179796,0.0
kinder-obsorge,kontaktrecht übernachtung österreich,0,4,0.0,11.75,0.2826485213294949,0.011305940853179796,-0.011305940853179796,0.0
kinder-obsorge,wohnsitz kinder bei wechselmodell,0,4,0.0,11.75,0.2826485213294949,0.011305940853179796,-0.011305940853179796,0.0
kinder-obsorge,alleiniges sorgerecht unterhalt,0,4,0.0,13.5,0.2826485213294949,0.011305940853179796,-0.011305940853179796,0.0
kinder-obsorge,wechselmodell österreich,0,4,0.0,14.5,0.2826485213294949,0.011305940853179796,-0.011305940853179796,0.0
kinder-obsorge,gemeinsames sorgerecht beantragen wien,0,4,0.0,19.75,0.10584810796507012,0.004233924318602805,-0.004233924318602805,0.0
kinder-obsorge,trennung gemeinsames sorgerecht,0,4,0.0,22.0,0.14300572022880914,0.005720228809152366,-0.005720228809152366,0.0
kinder-obsorge,obsorgeberechtigung für das kind,0,4,0.0,23.0,0.14300572022880914,0.005720228809152366,-0.005720228809152366,0.0
kinder-obsorge,informationspflicht gemeinsame obsorge österreich,0,4,0.0,26.0,0.14300572022880914,0.005720228809152366,-0.005720228809152366,0.0
kinder-obsorge,geteiltes sorgerecht beantragen,0,4,0.0,33.25,0.14300572022880914,0.005720228809152366,-0.005720228809152366,0.0
kinder-obsorge,obsorge antrag,0,4,0.0,33.25,0.14300572022880914,0.005720228809152366,-0.005720228809152366,0.0
kinder-obsorge,gesetzliche regelung kinderbetreuung trennung,0,4,0.0,38.5,0.14300572022880914,0.005720228809152366,-0.005720228809152366,0.0
kinder-obsorge,sorgerecht abgeben nachteile,0,4,0.0,39.0,0.14300572022880914,0.005720228809152366,-0.005720228809152366,0.0
kinder-obsorge,sorgerecht entziehen,0,4,0.0,41.75,0.14300572022880914,0.005720228809152366,-0.005720228809152366,0.0
kinder-obsorge,kindschaftsrecht österreich,0,4,0.0,53.0,0.14300572022880914,0.005720228809152366,-0.005720228809152366,0.0
kinder-obsorge,besuchsrecht verweigern,0,4,0.0,80.75,0.14300572022880914,0.005720228809152366,-0.005720228809152366,0.0
kinder-obsorge,ab wann dürfen kinder bestimmen wo sie wohnen,0,3,0.0,1.0,0.869221651521138,0.02607664954563414,-0.02607664954563414,0.0
kinder-obsorge,ab wann kann kind entscheiden wo es leben will,0,3,0.0,1.0,0.869221651521138,0.02607664954563414,-0.02607664954563414,0.0
kinder-obsorge,ab welchem alter darf ein kind entscheiden bei welchem elternteil,0,3,0.0,1.0,0.869221651521138,0.02607664954563414,-0.02607664954563414,0.0
kinder-obsorge,ab welchem alter kann das kind entscheiden/ wo es lebt,0,3,0.0,1.0,0.869221651521138,0.02607664954563414,-0.02607664954563414,0.0
kinder-obsorge,alleinerziehend vater,0,3,0.0,1.0,0.869221651521138,0.02607664954563414,-0.02607664954563414,0.0
kinder-obsorge,beihilfen für alleinerziehende,0,3,0.0,1.0,0.869221651521138,0.02607664954563414,-0.02607664954563414,0.0
kinder-obsorge,beratung nach trennung mit kind,0,3,0.0,1.0,0.869221651521138,0.02607664954563414,-0.02607664954563414,0.0
kinder-obsorge,beziehung beenden mit kind,0,3,0.0,1.0,0.869221651521138,0.02607664954563414,-0.02607664954563414,0.0
kinder-obsorge,co parenting nach trennung,0,3,0.0,1.0,0.869221651521138,0.02607664954563414,-0.02607664954563414,0.0
kinder-obsorge,ehe beenden trotz kinder,0,3,0.0,1.0,0.869221651521138,0.02607664954563414,-0.02607664954563414,0.0
kinder-obsorge,einvernehmliche scheidung ohne anwalt österreich,0,3,0.0,1.0,0.869221651521138,0.02607664954563414,-0.02607664954563414,0.0
kinder-obsorge,eltern kind entfremdung,0,3,0.0,1.0,0.869221651521138,0.02607664954563414,-0.02607664954563414,0.0
kinder-obsorge,eltern-kind-entfremdung gegenstrategien,0,3,0.0,1.0,0.869221651521138,0.02607664954563414,-0.02607664954563414,0.0
kinder-obsorge,gemeinsames sorgerecht vollmacht,0,3,0.0,1.0,0.869221651521138,0.02607664954563414,-0.02607664954563414,0.0
kinder-obsorge,hilfe bei trennung mit kind,0,3,0.0,1.0,0.869221651521138,0.02607664954563414,-0.02607664954563414,0.0
kinder-obsorge,hilfe bei trennung mit kindern,0,3,0.0,1.0,0.869221651521138,0.02607664954563414,-0.02607664954563414,0.0
kinder-obsorge,hilfe für mutter und kind bei trennung wohnung,0,3,0.0,1.0,0.869221651521138,0.02607664954563414,-0.02607664954563414,0.0
kinder-obsorge,hilfe für väter beim jugendamt,0,3,0.0,1.0,0.869221651521138,0.02607664954563414,-0.02607664954563414,0.0
kinder-obsorge,höchstsatz kindesunterhalt,0,3,0.0,1.0,0.869221651521138,0.02607664954563414,-0.02607664954563414,0.0
kinder-obsorge,ich liebe den vater meiner kinder nicht mehr,0,3,0.0,1.0,0.869221651521138,0.02607664954563414,-0.02607664954563414,0.0
kinder-obsorge,jugendamt bei trennung,0,3,0.0,1.0,0.869221651521138,0.02607664954563414,-0.02607664954563414,0.0
kinder-obsorge,"kann ein kind mit 10 jahren entscheiden, wo es lebt",0,3,0.0,1.0,0.869221651521138,0.02607664954563414,-0.02607664954563414,0.0
kinder-obsorge,kann man sich von seinen eltern scheiden lassen,0,3,0.0,1.0,0.869221651521138,0.02607664954563414,-0.02607664954563414,0.0
kinder-obsorge,keinen kinderwunsch,0,3,0.0,1.0,0.869221651521138,0.02607664954563414,-0.02607664954563414,0.0
kinder-obsorge,kind geht nicht zur schule konsequenzen,0,3,0.0,1.0,0.869221651521138,0.02607664954563414,-0.02607664954563414,0.0
kinder-obsorge,kind mit 18 rauswerfen,0,3,0.0,1.0,0.869221651521138,0.02607664954563414,-0.02607664954563414,0.0
kinder-obsorge,kindeswohlgefährdung durch neuen partner,0,3,0.0,1.0,0.869221651521138,0.02607664954563414,-0.02607664954563414,0.0
kinder-obsorge,kur österreich ab welchem alter,0,3,0.0,1.0,0.869221651521138,0.02607664954563414,-0.02607664954563414,0.0
kinder-obsorge,muss ich mein kind wieder aufnehmen,0,3,0.0,1.0,0.869221651521138,0.02607664954563414,-0.02607664954563414,0.0
kinder-obsorge,nach der scheidung,0,3,0.0,1.0,0.869221651521138,0.02607664954563414,-0.02607664954563414,0.0
kinder-obsorge,ratgeber bei ehescheidungen,0,3,0.0,1.0,0.869221651521138,0.02607664954563414,-0.02607664954563414,0.0
kinder-obsorge,rechtliche beratung bei trennung mit kind,0,3,0.0,1.0,0.869221651521138,0.02607664954563414,-0.02607664954563414,0.0
kinder-obsorge,rechtsberatung scheidung kostenlos,0,3,0.0,1.0,0.869221651521138,0.02607664954563414,-0.02607664954563414,0.0
kinder-obsorge,scheidung in österreich,0,3,0.0,1.0,0.869221651521138,0.02607664954563414,-0.02607664954563414,0.0
kinder-obsorge,scheidung ohne anwalt österreich,0,3,0.0,1.0,0.869221651521138,0.02607664954563414,-0.02607664954563414,0.0
kinder-obsorge,scheidung österreich,0,3,0.0,1.0,0.869221651521138,0.02607664954563414,-0.02607664954563414,0.0
kinder-obsorge,scheidungsvereinbarung österreich,0,3,0.0,1.0,0.869221651521138,0.02607664954563414,-0.02607664954563414,0.0
kinder-obsorge,trennung mit kind was beachten,0,3,0.0,1.0,0.869221651521138,0.02607664954563414,-0.02607664954563414,0.0
kinder-obsorge,trennung mit kind wohnung zu teuer,0,3,0.0,1.0,0.869221651521138,0.02607664954563414,-0.02607664954563414,0.0
kinder-obsorge,trennung mit kinder,0,3,0.0,1.0,0.869221651521138,0.02607664954563414,-0.02607664954563414,0.0
kinder-obsorge,trennung mit kindern und haus erfahrungen,0,3,0.0,1.0,0.869221651521138,0.02607664954563414,-0.02607664954563414,0.0
kinder-obsorge,trennung richtig angehen,0,3,0.0,1.0,0.869221651521138,0.02607664954563414,-0.02607664954563414,0.0
kinder-obsorge,umgang nach trennung,0,3,0.0,1.0,0.869221651521138,0.02607664954563414,-0.02607664954563414,0.0
kinder-obsorge,umzug mit kind nach trennung,0,3,0.0,1.0,0.869221651521138,0.02607664954563414,-0.02607664954563414,0.0
kinder-obsorge,unterhalt 2. kind,0,3,0.0,1.0,0.869221651521138,0.02607664954563414,-0.02607664954563414,0.0
kinder-obsorge,unterhalt mit 2 kindern,0,3,0.0,1.0,0.869221651521138,0.02607664954563414,-0.02607664954563414,0.0
kinder-obsorge,unterstützung bei trennung mit kindern,0,3,0.0,1.0,0.869221651521138,0.02607664954563414,-0.02607664954563414,0.0
kinder-obsorge,vollmacht bei gemeinsamen sorgerecht,0,3,0.0,1.0,0.869221651521138,0.02607664954563414,-0.02607664954563414,0.0
kinder-obsorge,was heißt geteiltes sorgerecht,0,3,0.0,1.0,0.869221651521138,0.02607664954563414,-0.02607664954563414,0.0
kinder-obsorge,was kostet eine scheidung mit 1 kind,0,3,0.0,1.0,0.869221651521138,0.02607664954563414,-0.02607664954563414,0.0
kinder-obsorge,was kostet eine scheidung mit einem kind,0,3,0.0,1.0,0.869221651521138,0.02607664954563414,-0.02607664954563414,0.0
kinder-obsorge,was macht man nach einer trennung,0,3,0.0,1.0,0.869221651521138,0.02607664954563414,-0.02607664954563414,0.0
kinder-obsorge,wie gehe ich bei einer trennung vor,0,3,0.0,1.0,0.869221651521138,0.02607664954563414,-0.02607664954563414,0.0
kinder-obsorge,wie geht man bei einer trennung vor,0,3,0.0,1.0,0.869221651521138,0.02607664954563414,-0.02607664954563414,0.0
kinder-obsorge,wie viel unterhalt muss man für zwei kinder bezahlen,0,3,0.0,1.0,0.869221651521138,0.02607664954563414,-0.02607664954563414,0.0
kinder-obsorge,wieviel unterhalt zahlt man für 2 kinder,0,3,0.0,1.0,0.869221651521138,0.02607664954563414,-0.02607664954563414,0.0
kinder-obsorge,obsorgepflicht österreich,0,3,0.0,1.33,0.869221651521138,0.02607664954563414,-0.02607664954563414,0.0
kinder-obsorge,"ab wann dürfen kinder selbst entscheiden bei welchem elternteil sie leben 
wollen",0,3,0.0,1.67,1.6928055763007221,0.05078416728902166,-0.05078416728902166,0.0
kinder-obsorge,nicht verheiratet trennung mit kind,0,3,0.0,1.67,1.6928055763007221,0.05078416728902166,-0.05078416728902166,0.0
kinder-obsorge,obsorge abgeben,0,3,0.0,1.67,1.6928055763007221,0.05078416728902166,-0.05078416728902166,0.0
kinder-obsorge,obsorge beantragen wien,0,3,0.0,1.67,1.6928055763007221,0.05078416728902166,-0.05078416728902166,0.0
kinder-obsorge,sorgerecht bei trennung unverheiratet,0,3,0.0,1.67,1.6928055763007221,0.05078416728902166,-0.05078416728902166,0.0
kinder-obsorge,vater will kind nicht sehen,0,3,0.0,1.67,1.6928055763007221,0.05078416728902166,-0.05078416728902166,0.0
kinder-obsorge,obsorgeantrag,0,3,0.0,2.0,1.6928055763007221,0.05078416728902166,-0.05078416728902166,0.0
kinder-obsorge,nicht verheiratet wer bekommt das kind bei trennung,0,3,0.0,2.33,1.6928055763007221,0.05078416728902166,-0.05078416728902166,0.0
kinder-obsorge,scheidung einreichen mit kind,0,3,0.0,2.33,1.6928055763007221,0.05078416728902166,-0.05078416728902166,0.0
kinder-obsorge,scheidung mit 2 kindern und haus,0,3,0.0,2.33,1.6928055763007221,0.05078416728902166,-0.05078416728902166,0.0
kinder-obsorge,9 jähriges kind will nicht zum vater,0,3,0.0,3.0,1.959885386819484,0.058796561604584525,-0.058796561604584525,0.0
kinder-obsorge,ab welchem alter können kinder entscheiden wo sie leben wollen,0,3,0.0,3.0,1.959885386819484,0.058796561604584525,-0.058796561604584525,0.0
kinder-obsorge,alleinziehender vater,0,3,0.0,3.0,1.959885386819484,0.058796561604584525,-0.058796561604584525,0.0
kinder-obsorge,aufenthaltsbestimmungsrecht,0,3,0.0,3.0,1.959885386819484,0.058796561604584525,-0.058796561604584525,0.0
kinder-obsorge,bei einer scheidung wer bekommt die kinder,0,3,0.0,3.0,1.959885386819484,0.058796561604584525,-0.058796561604584525,0.0
kinder-obsorge,wann wird einer mutter das kind weggenommen,0,3,0.0,3.0,1.959885386819484,0.058796561604584525,-0.058796561604584525,0.0
kinder-obsorge,ab welchem alter entscheiden kinder bei welchem elternteil sie leben wollen,0,3,0.0,3.33,1.959885386819484,0.058796561604584525,-0.058796561604584525,0.0
kinder-obsorge,wie lange dauert eine scheidung mit kindern,0,3,0.0,3.33,1.959885386819484,0.058796561604584525,-0.058796561604584525,0.0
kinder-obsorge,ab wann entscheidet ein kind bei wem es leben möchte,0,3,0.0,3.67,3.721754541426672,0.11165263624280015,-0.11165263624280015,0.0
kinder-obsorge,eltern getrennt beide sorgerecht,0,3,0.0,3.67,3.721754541426672,0.11165263624280015,-0.11165263624280015,0.0
kinder-obsorge,elternberatung nach 95 abs 1a außstrg,0,3,0.0,3.67,3.721754541426672,0.11165263624280015,-0.11165263624280015,0.0
kinder-obsorge,elternberatung nach § 95 abs. 1a außstrg,0,3,0.0,3.67,3.721754541426672,0.11165263624280015,-0.11165263624280015,0.0
kinder-obsorge,gemeinsames sorgerecht trennung wer bekommt das kind,0,3,0.0,3.67,3.721754541426672,0.11165263624280015,-0.11165263624280015,0.0
kinder-obsorge,kinder nach scheidung,0,3,0.0,3.67,3.721754541426672,0.11165263624280015,-0.11165263624280015,0.0
kinder-obsorge,trennung wie oft darf der vater das kind sehen,0,3,0.0,3.67,3.721754541426672,0.11165263624280015,-0.11165263624280015,0.0
kinder-obsorge,scheidung jugendamt,0,3,0.0,4.0,3.721754541426672,0.11165263624280015,-0.11165263624280015,0.0
kinder-obsorge,trennung von narzissten mit kind,0,3,0.0,4.0,3.721754541426672,0.11165263624280015,-0.11165263624280015,0.0
kinder-obsorge,"ab wie viel jahren kann ein kind entscheiden bei welchem elternteil es 
leben möchte",0,3,0.0,4.33,3.721754541426672,0.11165263624280015,-0.11165263624280015,0.0
kinder-obsorge,darf mutter mit kind ins ausland ziehen österreich,0,3,0.0,4.67,4.065867692405506,0.12197603077216518,-0.12197603077216518,0.0
kinder-obsorge,mutter verweigert kontakt zum kind österreich,0,3,0.0,4.67,4.065867692405506,0.12197603077216518,-0.12197603077216518,0.0
kinder-obsorge,wie oft darf ich mein kind sehen,0,3,0.0,4.67,4.065867692405506,0.12197603077216518,-0.12197603077216518,0.0
kinder-obsorge,ab wann darf ein kind entscheiden bei welchem elternteil,0,3,0.0,5.0,4.065867692405506,0.12197603077216518,-0.12197603077216518,0.0
kinder-obsorge,ab wann dürfen kinder entscheiden wo sie leben wollen,0,3,0.0,5.0,4.065867692405506,0.12197603077216518,-0.12197603077216518,0.0
kinder-obsorge,mit wieviel jahren darf ein kind entscheiden wo es lebt,0,3,0.0,5.0,4.065867692405506,0.12197603077216518,-0.12197603077216518,0.0
kinder-obsorge,wann endet das sorgerecht für kinder,0,3,0.0,5.0,4.065867692405506,0.12197603077216518,-0.12197603077216518,0.0
kinder-obsorge,ab wann dürfen kinder selbst entscheiden wo sie leben wollen,0,3,0.0,5.33,4.065867692405506,0.12197603077216518,-0.12197603077216518,0.0
kinder-obsorge,wann darf das kind entscheiden wo es wohnt,0,3,0.0,5.67,1.1879559337117893,0.03563867801135368,-0.03563867801135368,0.0
kinder-obsorge,wann dürfen kinder entscheiden bei wem sie leben wollen,0,3,0.0,6.33,1.1879559337117893,0.03563867801135368,-0.03563867801135368,0.0
kinder-obsorge,trennung mit kindern wer bekommt die kinder,0,3,0.0,6.67,1.1879559337117893,0.03563867801135368,-0.03563867801135368,0.0
kinder-obsorge,ab welchem alter kann kind entscheiden wo es lebt,0,3,0.0,7.33,1.1879559337117893,0.03563867801135368,-0.03563867801135368,0.0
kinder-obsorge,beiden eltern sorgerecht entziehen,0,3,0.0,7.33,1.1879559337117893,0.03563867801135368,-0.03563867801135368,0.0
kinder-obsorge,wie oft darf ich mein kind sehen mit sorgerecht,0,3,0.0,7.33,1.1879559337117893,0.03563867801135368,-0.03563867801135368,0.0
kinder-obsorge,scheidung mit kind und haus,0,3,0.0,7.67,0.35704323570432356,0.010711297071129706,-0.010711297071129706,0.0
kinder-obsorge,wie oft muss der vater sein kind nehmen,0,3,0.0,7.67,0.35704323570432356,0.010711297071129706,-0.010711297071129706,0.0
kinder-obsorge,kann ein kind mit 13 entscheiden wo es leben möchte,0,3,0.0,8.33,0.35704323570432356,0.010711297071129706,-0.010711297071129706,0.0
kinder-obsorge,wer bekommt sorgerecht bei scheidung,0,3,0.0,8.33,0.35704323570432356,0.010711297071129706,-0.010711297071129706,0.0
kinder-obsorge,darf eine mutter dem vater das kind entziehen,0,3,0.0,9.33,0.35704323570432356,0.010711297071129706,-0.010711297071129706,0.0
kinder-obsorge,alleiniges sorgerecht vater österreich,0,3,0.0,9.67,0.35704323570432356,0.010711297071129706,-0.010711297071129706,0.0
kinder-obsorge,50 50 modell kinder unterhalt,0,3,0.0,10.0,0.35704323570432356,0.010711297071129706,-0.010711297071129706,0.0
kinder-obsorge,mutter zieht mit kind weg ohne zustimmung,0,3,0.0,10.33,0.35704323570432356,0.010711297071129706,-0.010711297071129706,0.0
kinder-obsorge,keine kommunikation mit kindsvater möglich,0,3,0.0,10.67,0.2826485213294949,0.008479455639884847,-0.008479455639884847,0.0
kinder-obsorge,sorgerecht kinder,0,3,0.0,11.33,0.2826485213294949,0.008479455639884847,-0.008479455639884847,0.0
kinder-obsorge,geteiltes sorgerecht österreich alimente,0,3,0.0,11.67,0.2826485213294949,0.008479455639884847,-0.008479455639884847,0.0
kinder-obsorge,wechselmodell ab welchem alter,0,3,0.0,11.67,0.2826485213294949,0.008479455639884847,-0.008479455639884847,0.0
kinder-obsorge,rechtliche trennung von den eltern,0,3,0.0,12.0,0.2826485213294949,0.008479455639884847,-0.008479455639884847,0.0
kinder-obsorge,erziehungsberechtigter österreich,0,3,0.0,12.67,0.2826485213294949,0.008479455639884847,-0.008479455639884847,0.0
kinder-obsorge,vater zahlt keinen unterhalt will aber kind sehen,0,3,0.0,12.67,0.2826485213294949,0.008479455639884847,-0.008479455639884847,0.0
kinder-obsorge,wie lange ist man für sein kind verantwortlich,0,3,0.0,13.0,0.2826485213294949,0.008479455639884847,-0.008479455639884847,0.0
kinder-obsorge,beratung jugendamt sorgerecht,0,3,0.0,13.33,0.2826485213294949,0.008479455639884847,-0.008479455639884847,0.0
kinder-obsorge,was beachten bei trennung mit kindern,0,3,0.0,14.67,0.2826485213294949,0.008479455639884847,-0.008479455639884847,0.0
kinder-obsorge,kind alleine lassen jugendamt,0,3,0.0,15.33,0.2826485213294949,0.008479455639884847,-0.008479455639884847,0.0
kinder-obsorge,umgangsrecht großeltern österreich,0,3,0.0,18.0,0.10584810796507012,0.0031754432389521038,-0.0031754432389521038,0.0
kinder-obsorge,besuchsrecht uneheliches kind,0,3,0.0,24.0,0.14300572022880914,0.004290171606864274,-0.004290171606864274,0.0
kinder-obsorge,kind bei scheidung,0,3,0.0,32.33,0.14300572022880914,0.004290171606864274,-0.004290171606864274,0.0
kinder-obsorge,kinder scheiden,0,3,0.0,32.67,0.14300572022880914,0.004290171606864274,-0.004290171606864274,0.0
kinder-obsorge,sorgerecht anwalt,0,3,0.0,35.33,0.14300572022880914,0.004290171606864274,-0.004290171606864274,0.0
kinder-obsorge,großeltern besuchsrecht österreich,0,3,0.0,37.0,0.14300572022880914,0.004290171606864274,-0.004290171606864274,0.0
kinder-obsorge,gemeinsames sorgerecht österreich alimente,0,3,0.0,41.33,0.14300572022880914,0.004290171606864274,-0.004290171606864274,0.0
kinder-obsorge,besuchsrecht großeltern österreich,0,3,0.0,43.0,0.14300572022880914,0.004290171606864274,-0.004290171606864274,0.0
kinder-obsorge,das neue scheidungsrecht,0,3,0.0,43.67,0.14300572022880914,0.004290171606864274,-0.004290171606864274,0.0
kinder-obsorge,schriftliche vereinbarung wechselmodell,0,3,0.0,43.67,0.14300572022880914,0.004290171606864274,-0.004290171606864274,0.0
kinder-obsorge,neues scheidungsgesetz,0,3,0.0,44.0,0.14300572022880914,0.004290171606864274,-0.004290171606864274,0.0
kinder-obsorge,gemeinsames sorgerecht pflichten vater,0,3,0.0,46.0,0.14300572022880914,0.004290171606864274,-0.004290171606864274,0.0
kinder-obsorge,alleiniges sorgerecht,0,3,0.0,47.33,0.14300572022880914,0.004290171606864274,-0.004290171606864274,0.0
kinder-obsorge,ab wann darf kind entscheiden ob es zum vater möchte,0,2,0.0,1.0,0.869221651521138,0.01738443303042276,-0.01738443303042276,0.0
kinder-obsorge,ab wann dürfen kinder entscheiden bei wem sie leben wollen,0,2,0.0,1.0,0.869221651521138,0.01738443303042276,-0.01738443303042276,0.0
kinder-obsorge,ab wann hat ein kind mitspracherecht wo es leben möchte,0,2,0.0,1.0,0.869221651521138,0.01738443303042276,-0.01738443303042276,0.0
kinder-obsorge,ab wieviel jahren kann kind entscheiden bei welchem elternteil,0,2,0.0,1.0,0.869221651521138,0.01738443303042276,-0.01738443303042276,0.0
kinder-obsorge,alimente für 2 kinder,0,2,0.0,1.0,0.869221651521138,0.01738443303042276,-0.01738443303042276,0.0
kinder-obsorge,alleinerziehende mutter mit 4 kindern,0,2,0.0,1.0,0.869221651521138,0.01738443303042276,-0.01738443303042276,0.0
kinder-obsorge,alleinerziehende väter,0,2,0.0,1.0,0.869221651521138,0.01738443303042276,-0.01738443303042276,0.0
kinder-obsorge,alleinerziehende österreich,0,2,0.0,1.0,0.869221651521138,0.01738443303042276,-0.01738443303042276,0.0
kinder-obsorge,aufenthaltsbestimmungsrecht bei geteiltem sorgerecht,0,2,0.0,1.0,0.869221651521138,0.01738443303042276,-0.01738443303042276,0.0
kinder-obsorge,beratung bei scheidung mit kindern,0,2,0.0,1.0,0.869221651521138,0.01738443303042276,-0.01738443303042276,0.0
kinder-obsorge,beratung bei trennung mit kind,0,2,0.0,1.0,0.869221651521138,0.01738443303042276,-0.01738443303042276,0.0
kinder-obsorge,beratung für väter nach trennung,0,2,0.0,1.0,0.869221651521138,0.01738443303042276,-0.01738443303042276,0.0
kinder-obsorge,beratung getrennte eltern,0,2,0.0,1.0,0.869221651521138,0.01738443303042276,-0.01738443303042276,0.0
kinder-obsorge,beratungsstelle bei trennung mit kind,0,2,0.0,1.0,0.869221651521138,0.01738443303042276,-0.01738443303042276,0.0
kinder-obsorge,beratungsstellen bei trennung,0,2,0.0,1.0,0.869221651521138,0.01738443303042276,-0.01738443303042276,0.0
kinder-obsorge,besuchsrecht scheidung,0,2,0.0,1.0,0.869221651521138,0.01738443303042276,-0.01738443303042276,0.0
kinder-obsorge,bindungsstörung kind 5 jahre,0,2,0.0,1.0,0.869221651521138,0.01738443303042276,-0.01738443303042276,0.0
kinder-obsorge,dürfen eltern ihr kind mit 18 rausschmeißen,0,2,0.0,1.0,0.869221651521138,0.01738443303042276,-0.01738443303042276,0.0
kinder-obsorge,eheliche pflichten frau,0,2,0.0,1.0,0.869221651521138,0.01738443303042276,-0.01738443303042276,0.0
kinder-obsorge,eltern-kind-entfremdung,0,2,0.0,1.0,0.869221651521138,0.01738443303042276,-0.01738443303042276,0.0
kinder-obsorge,entscheidung zwischen kind und partner,0,2,0.0,1.0,0.869221651521138,0.01738443303042276,-0.01738443303042276,0.0
kinder-obsorge,familien probleme,0,2,0.0,1.0,0.869221651521138,0.01738443303042276,-0.01738443303042276,0.0
kinder-obsorge,familienbeihilfe,0,2,0.0,1.0,0.869221651521138,0.01738443303042276,-0.01738443303042276,0.0
kinder-obsorge,frau verlassen trotz kinder,0,2,0.0,1.0,0.869221651521138,0.01738443303042276,-0.01738443303042276,0.0
kinder-obsorge,gemeinsame obsorge standesamt,0,2,0.0,1.0,0.869221651521138,0.01738443303042276,-0.01738443303042276,0.0
kinder-obsorge,geschiedene frauen,0,2,0.0,1.0,0.869221651521138,0.01738443303042276,-0.01738443303042276,0.0
kinder-obsorge,gestörte mutter-kind-beziehung 2 jahre,0,2,0.0,1.0,0.869221651521138,0.01738443303042276,-0.01738443303042276,0.0
kinder-obsorge,geteiltes sorgerecht trennung,0,2,0.0,1.0,0.869221651521138,0.01738443303042276,-0.01738443303042276,0.0
kinder-obsorge,hilfe bei familiären problemen,0,2,0.0,1.0,0.869221651521138,0.01738443303042276,-0.01738443303042276,0.0
kinder-obsorge,hilfe bei kindererziehung,0,2,0.0,1.0,0.869221651521138,0.01738443303042276,-0.01738443303042276,0.0
kinder-obsorge,hilfe für eltern mit schwierigen jungen erwachsenen,0,2,0.0,1.0,0.869221651521138,0.01738443303042276,-0.01738443303042276,0.0
kinder-obsorge,hilfe für eltern mit schwierigen kindern,0,2,0.0,1.0,0.869221651521138,0.01738443303042276,-0.01738443303042276,0.0
kinder-obsorge,hilfe für väter bei trennung,0,2,0.0,1.0,0.869221651521138,0.01738443303042276,-0.01738443303042276,0.0
kinder-obsorge,hilfen für alleinerziehende mütter,0,2,0.0,1.0,0.869221651521138,0.01738443303042276,-0.01738443303042276,0.0
kinder-obsorge,höchstgrenze unterhalt kind,0,2,0.0,1.0,0.869221651521138,0.01738443303042276,-0.01738443303042276,0.0
kinder-obsorge,jugendamt alimente kontakt,0,2,0.0,1.0,0.869221651521138,0.01738443303042276,-0.01738443303042276,0.0
kinder-obsorge,jugendamt hilfe bei trennung,0,2,0.0,1.0,0.869221651521138,0.01738443303042276,-0.01738443303042276,0.0
kinder-obsorge,kein sorgerecht,0,2,0.0,1.0,0.869221651521138,0.01738443303042276,-0.01738443303042276,0.0
kinder-obsorge,kind ins heim geben,0,2,0.0,1.0,0.869221651521138,0.01738443303042276,-0.01738443303042276,0.0
